,Crime,Severity,Latitude,Longitude,Day,Hour
1031,LARCENY,1,37.850675,-122.286265,Friday,19
1032,ASSAULT,4,37.867816,-122.258994,Saturday,15
1033,FRAUD,7,37.873327,-122.273214,Saturday,1
1034,DISORDERLY CONDUCT,3,37.850681,-122.270619,Tuesday,8
1035,FRAUD,7,37.867301,-122.255777,Friday,10
1036,ASSAULT,4,37.86939,-122.267883,Friday,3
1037,VANDALISM,5,37.864836,-122.299024,Monday,0
1038,BURGLARY - VEHICLE,2,37.869105,-122.270064,Sunday,20
1039,DRUG VIOLATION,10,37.86328,-122.297383,Sunday,14
1040,WEAPONS OFFENSE,14,37.869363,-122.268028,Tuesday,9
1041,LARCENY,1,37.863099,-122.27207,Saturday,12
1042,BURGLARY - RESIDENTIAL,8,37.878239,-122.288374,Sunday,18
1043,VANDALISM,5,37.883512,-122.27103,Monday,0
1044,BURGLARY - VEHICLE,2,37.879335,-122.301332,Wednesday,13
1045,DISORDERLY CONDUCT,3,37.864908,-122.267289,Saturday,2
1046,MOTOR VEHICLE THEFT,6,37.858888,-122.264137,Monday,19
1047,BURGLARY - VEHICLE,2,37.865511,-122.309967,Monday,20
1048,LARCENY,1,37.851503,-122.278518,Monday,14
1049,VANDALISM,5,37.865963,-122.279288,Wednesday,8
1050,DRUG VIOLATION,10,37.869041,-122.292204,Wednesday,1
1051,LARCENY,1,37.875281,-122.293681,Tuesday,19
1053,BURGLARY - VEHICLE,2,37.864238,-122.265263,Sunday,23
1054,BURGLARY - RESIDENTIAL,8,37.863977,-122.267307,Thursday,11
1055,BURGLARY - COMMERCIAL,11,37.891332,-122.279975,Friday,21
1056,LIQUOR LAW VIOLATION,15,37.868366,-122.295508,Friday,1
1057,BURGLARY - RESIDENTIAL,8,37.863369,-122.257622,Friday,17
1058,LARCENY,1,37.876307,-122.268923,Monday,17
1059,FRAUD,7,37.859674,-122.286861,Tuesday,9
1060,VANDALISM,5,37.867513,-122.26127,Friday,0
1061,BURGLARY - COMMERCIAL,11,37.871883,-122.301255,Friday,4
1062,VANDALISM,5,37.874793,-122.268639,Thursday,22
1063,ROBBERY,9,37.869646,-122.265737,Thursday,18
1064,BURGLARY - VEHICLE,2,37.870432,-122.315346,Saturday,3
1065,BURGLARY - VEHICLE,2,37.855317,-122.258784,Monday,18
1066,ASSAULT,4,37.871167,-122.268285,Wednesday,18
1067,SEX CRIME,17,37.868641,-122.29415,Sunday,12
1068,BURGLARY - VEHICLE,2,37.870396,-122.281585,Wednesday,5
1069,MOTOR VEHICLE THEFT,6,37.88992,-122.261744,Thursday,19
1070,BURGLARY - VEHICLE,2,37.860768,-122.278249,Tuesday,21
1071,LARCENY - FROM VEHICLE,13,37.901251,-122.266573,Saturday,0
1072,BURGLARY - VEHICLE,2,37.872084,-122.300218,Thursday,22
1073,BURGLARY - RESIDENTIAL,8,37.887747,-122.264514,Wednesday,0
1074,DISORDERLY CONDUCT,3,37.869685,-122.272804,Monday,7
1075,BURGLARY - COMMERCIAL,11,37.858525,-122.266906,Sunday,19
1077,LARCENY,1,37.862059,-122.281167,Thursday,18
1078,VANDALISM,5,37.872104,-122.289812,Tuesday,19
1079,LARCENY,1,37.863292,-122.256293,Saturday,23
1080,LARCENY,1,37.859184,-122.289022,Sunday,0
1081,BURGLARY - COMMERCIAL,11,37.891214,-122.282158,Thursday,2
1082,ASSAULT,4,37.869363,-122.268028,Friday,17
1083,LIQUOR LAW VIOLATION,15,37.870396,-122.281585,Tuesday,2
1084,BURGLARY - VEHICLE,2,37.864109,-122.292948,Monday,12
1085,FRAUD,7,37.871246,-122.274991,Thursday,15
1086,BURGLARY - COMMERCIAL,11,37.869888,-122.300618,Monday,3
1087,BURGLARY - COMMERCIAL,11,37.88674,-122.262299,Friday,14
1088,LARCENY - FROM VEHICLE,13,37.853008,-122.286877,Sunday,22
1089,LARCENY,1,37.880228,-122.295798,Monday,11
1090,DISORDERLY CONDUCT,3,37.875339,-122.258289,Tuesday,19
1091,LARCENY,1,37.868204,-122.270054,Monday,15
1092,BURGLARY - COMMERCIAL,11,37.862927,-122.258784,Monday,18
1093,LARCENY,1,37.878112,-122.269114,Sunday,16
1094,ASSAULT,4,37.866936,-122.296218,Wednesday,17
1095,FRAUD,7,37.861843,-122.269644,Tuesday,12
1096,LARCENY,1,37.865748,-122.253396,Saturday,18
1097,BURGLARY - VEHICLE,2,37.869685,-122.272804,Friday,18
1098,BURGLARY - VEHICLE,2,37.861078,-122.289632,Tuesday,13
1099,ASSAULT,4,37.861911,-122.283244,Monday,21
1100,LARCENY,1,37.896703,-122.284274,Wednesday,21
1101,ASSAULT,4,37.881957,-122.269551,Saturday,5
1102,VANDALISM,5,37.875865,-122.261749,Saturday,3
1103,LARCENY,1,37.858116,-122.268002,Thursday,13
1105,BURGLARY - VEHICLE,2,37.870054,-122.284263,Tuesday,20
1106,LARCENY,1,37.870867,-122.270635,Wednesday,18
1107,LARCENY,1,37.868722,-122.259123,Wednesday,13
1108,BURGLARY - VEHICLE,2,37.877849,-122.308936,Sunday,10
1109,LARCENY,1,37.871171,-122.267718,Tuesday,19
1110,LARCENY,1,37.867613,-122.299898,Monday,14
1111,LARCENY,1,37.872175,-122.267835,Saturday,11
1112,WEAPONS OFFENSE,14,37.870308,-122.26805,Tuesday,14
1113,VANDALISM,5,37.847838,-122.275741,Tuesday,1
1115,DISORDERLY CONDUCT,3,37.866568,-122.254084,Wednesday,0
1116,BURGLARY - VEHICLE,2,37.893227,-122.283625,Monday,10
1117,LARCENY,1,37.88014,-122.297498,Tuesday,13
1118,BURGLARY - RESIDENTIAL,8,37.861929,-122.276345,Thursday,14
1119,BURGLARY - VEHICLE,2,37.852529,-122.247255,Tuesday,0
1121,FAMILY OFFENSE,12,37.855954,-122.254022,Saturday,5
1122,WEAPONS OFFENSE,14,37.854272,-122.268418,Thursday,17
1123,LARCENY,1,37.855435,-122.259841,Sunday,17
1124,DRUG VIOLATION,10,37.868512,-122.26781,Thursday,22
1125,MOTOR VEHICLE THEFT,6,37.861627,-122.285466,Sunday,15
1126,FRAUD,7,37.872104,-122.289812,Sunday,0
1127,LARCENY,1,37.869363,-122.268028,Tuesday,15
1128,ASSAULT,4,37.860796,-122.285112,Wednesday,11
1129,MOTOR VEHICLE THEFT,6,37.866969,-122.26553,Tuesday,0
1130,ROBBERY,9,37.868957,-122.254552,Monday,22
1131,MISSING PERSON,16,37.874095,-122.288542,Thursday,0
1132,ASSAULT,4,37.858116,-122.268002,Tuesday,11
1133,ROBBERY,9,37.866568,-122.254084,Tuesday,20
1134,FAMILY OFFENSE,12,37.86695,-122.286984,Thursday,12
1135,BURGLARY - VEHICLE,2,37.849376,-122.294952,Sunday,15
1136,BURGLARY - COMMERCIAL,11,37.866141,-122.246885,Thursday,19
1137,ASSAULT,4,37.849381,-122.273675,Wednesday,23
1138,VANDALISM,5,37.853552,-122.291561,Tuesday,15
1139,FRAUD,7,37.881957,-122.269551,Thursday,9
1140,DRUG VIOLATION,10,37.86939,-122.267883,Friday,23
1142,DRUG VIOLATION,10,37.873661,-122.301831,Saturday,16
1143,FAMILY OFFENSE,12,37.867332,-122.269908,Friday,8
1144,BURGLARY - COMMERCIAL,11,37.873079,-122.304672,Wednesday,2
1145,DISORDERLY CONDUCT,3,37.856111,-122.260248,Wednesday,1
1146,ASSAULT,4,37.870337,-122.282043,Tuesday,22
1147,DISORDERLY CONDUCT,3,37.871828,-122.270516,Wednesday,17
1148,BURGLARY - VEHICLE,2,37.855824,-122.247116,Tuesday,14
1149,DRUG VIOLATION,10,37.867852,-122.258699,Friday,2
1150,DRUG VIOLATION,10,37.852304,-122.270045,Saturday,8
1151,FRAUD,7,37.849747,-122.277907,Thursday,10
1152,BURGLARY - VEHICLE,2,37.867948,-122.250664,Thursday,20
1154,FAMILY OFFENSE,12,37.871689,-122.292898,Monday,15
1155,BURGLARY - COMMERCIAL,11,37.850675,-122.286265,Friday,11
1156,DISORDERLY CONDUCT,3,37.873687,-122.268616,Thursday,11
1157,MISSING PERSON,16,37.860766,-122.255895,Saturday,15
1158,LARCENY,1,37.870298,-122.275101,Monday,16
1159,BURGLARY - VEHICLE,2,37.869105,-122.270064,Thursday,16
1160,VANDALISM,5,37.866622,-122.26108,Saturday,19
1161,DISORDERLY CONDUCT,3,37.86542,-122.25618,Thursday,8
1162,BURGLARY - VEHICLE,2,37.87146,-122.266052,Thursday,19
1163,BURGLARY - VEHICLE,2,37.877502,-122.269061,Wednesday,18
1164,VANDALISM,5,37.869067,-122.292043,Thursday,4
1165,BURGLARY - VEHICLE,2,37.882033,-122.296381,Friday,12
1166,ROBBERY,9,37.861664,-122.24876,Friday,23
1167,LARCENY,1,37.853665,-122.252715,Thursday,19
1168,DISORDERLY CONDUCT,3,37.878949,-122.285291,Tuesday,15
1169,LARCENY,1,37.86825,-122.300093,Wednesday,15
1170,DISORDERLY CONDUCT,3,37.883621,-122.269734,Thursday,18
1171,ASSAULT,4,37.867852,-122.258699,Thursday,23
1172,LARCENY,1,37.869363,-122.268028,Saturday,21
1173,LARCENY,1,37.883512,-122.27103,Sunday,0
1174,FRAUD,7,37.865255,-122.284519,Thursday,19
1175,LARCENY,1,37.876151,-122.295649,Friday,12
1176,FRAUD,7,37.864701,-122.260693,Saturday,8
1177,MOTOR VEHICLE THEFT,6,37.859276,-122.267531,Wednesday,6
1178,BURGLARY - VEHICLE,2,37.873739,-122.275557,Thursday,1
1179,LARCENY,1,37.880227,-122.26936,Monday,15
1180,DISORDERLY CONDUCT,3,37.867383,-122.293938,Monday,8
1181,LARCENY,1,37.871167,-122.268285,Friday,12
1182,BURGLARY - RESIDENTIAL,8,37.874095,-122.288542,Sunday,18
1183,MISSING PERSON,16,37.860766,-122.255895,Monday,22
1184,BURGLARY - VEHICLE,2,37.892875,-122.268748,Wednesday,7
1185,LARCENY,1,37.880027,-122.279976,Monday,7
1186,LARCENY,1,37.880228,-122.295798,Tuesday,13
1187,LARCENY,1,37.890716,-122.268299,Sunday,23
1188,LARCENY,1,37.880734,-122.265359,Friday,22
1189,BURGLARY - VEHICLE,2,37.867259,-122.26324,Wednesday,9
1190,MOTOR VEHICLE THEFT,6,37.87551,-122.291424,Monday,21
1191,BURGLARY - VEHICLE,2,37.885523,-122.280442,Friday,11
1192,LARCENY,1,37.871013,-122.296366,Sunday,15
1193,DISORDERLY CONDUCT,3,37.860116,-122.29166,Wednesday,9
1194,BURGLARY - VEHICLE,2,37.870243,-122.275149,Monday,0
1195,BURGLARY - VEHICLE,2,37.851653,-122.289194,Monday,13
1196,FAMILY OFFENSE,12,37.8719,-122.268389,Thursday,7
1197,ROBBERY,9,37.860225,-122.269453,Sunday,18
1198,LARCENY - FROM VEHICLE,13,37.875426,-122.278057,Monday,16
1199,BURGLARY - VEHICLE,2,37.892004,-122.256774,Wednesday,0
1200,BURGLARY - VEHICLE,2,37.879129,-122.302478,Monday,17
1201,BURGLARY - VEHICLE,2,37.867513,-122.26127,Sunday,10
1202,DISORDERLY CONDUCT,3,37.869625,-122.265892,Friday,16
1203,ROBBERY,9,37.855435,-122.259841,Tuesday,19
1204,LARCENY,1,37.870308,-122.26805,Saturday,7
1205,DISORDERLY CONDUCT,3,37.86939,-122.267883,Friday,4
1206,LARCENY,1,37.853861,-122.26598,Tuesday,7
1207,BURGLARY - VEHICLE,2,37.867491,-122.254054,Wednesday,5
1208,VANDALISM,5,37.868574,-122.270415,Tuesday,22
1209,DISORDERLY CONDUCT,3,37.86939,-122.267883,Wednesday,19
1210,MOTOR VEHICLE THEFT,6,37.88055,-122.304962,Friday,13
1211,LARCENY,1,37.882033,-122.296381,Monday,15
1212,ROBBERY,9,37.865202,-122.257795,Tuesday,23
1213,BURGLARY - VEHICLE,2,37.863272,-122.258656,Friday,17
1214,ASSAULT,4,37.852422,-122.278571,Saturday,2
1215,LARCENY,1,37.865202,-122.257795,Friday,10
1216,LARCENY,1,37.880227,-122.26936,Thursday,19
1217,BURGLARY - VEHICLE,2,37.867601,-122.267718,Saturday,12
1218,LARCENY,1,37.878124,-122.27141,Monday,13
1219,BURGLARY - VEHICLE,2,37.873327,-122.273214,Saturday,16
1220,LARCENY,1,37.851699,-122.276546,Sunday,11
1221,VANDALISM,5,37.869105,-122.270064,Friday,21
1222,ASSAULT,4,37.868512,-122.26781,Saturday,2
1223,BURGLARY - VEHICLE,2,37.875053,-122.26548,Friday,22
1224,BURGLARY - RESIDENTIAL,8,37.863369,-122.257622,Sunday,18
1225,WEAPONS OFFENSE,14,37.867852,-122.258699,Monday,0
1226,DISORDERLY CONDUCT,3,37.86939,-122.267883,Friday,7
1227,DRUG VIOLATION,10,37.876186,-122.30158,Friday,20
1228,BURGLARY - VEHICLE,2,37.870867,-122.270635,Tuesday,18
1229,BURGLARY - RESIDENTIAL,8,37.853921,-122.252422,Saturday,0
1230,LARCENY,1,37.8719,-122.268389,Saturday,0
1231,LARCENY,1,37.875053,-122.26548,Tuesday,22
1232,LARCENY,1,37.87935,-122.276123,Thursday,19
1233,LARCENY,1,37.87783,-122.299723,Friday,12
1234,LARCENY,1,37.866929,-122.295042,Sunday,15
1235,BURGLARY - VEHICLE,2,37.869084,-122.299245,Friday,19
1236,BURGLARY - VEHICLE,2,37.871986,-122.275352,Sunday,19
1237,FAMILY OFFENSE,12,37.861591,-122.254736,Wednesday,13
1238,DISORDERLY CONDUCT,3,37.859309,-122.259291,Tuesday,20
1239,BURGLARY - COMMERCIAL,11,37.880756,-122.303056,Wednesday,17
1240,FRAUD,7,37.867525,-122.297533,Friday,10
1241,MOTOR VEHICLE THEFT,6,37.874095,-122.288542,Saturday,9
1242,ROBBERY,9,37.871167,-122.268285,Monday,13
1243,BURGLARY - COMMERCIAL,11,37.850675,-122.286265,Thursday,9
1244,BURGLARY - VEHICLE,2,37.881433,-122.272921,Wednesday,20
1245,ASSAULT,4,37.867513,-122.25195,Wednesday,19
1246,BURGLARY - VEHICLE,2,37.858156,-122.254397,Thursday,0
1248,BURGLARY - VEHICLE,2,37.864693,-122.299701,Saturday,20
1249,BURGLARY - RESIDENTIAL,8,37.876307,-122.268923,Sunday,0
1250,VANDALISM,5,37.869312,-122.254314,Friday,8
1251,LARCENY,1,37.869363,-122.268028,Sunday,22
1252,LARCENY,1,37.870054,-122.284263,Wednesday,19
1253,MOTOR VEHICLE THEFT,6,37.863443,-122.256304,Wednesday,17
1254,LIQUOR LAW VIOLATION,15,37.864109,-122.292948,Wednesday,14
1256,BURGLARY - VEHICLE,2,37.868352,-122.254459,Tuesday,8
1257,ASSAULT,4,37.865511,-122.309967,Thursday,21
1258,LARCENY,1,37.868714,-122.259189,Tuesday,13
1259,BURGLARY - VEHICLE,2,37.88055,-122.304962,Saturday,6
1260,WEAPONS OFFENSE,14,37.872691,-122.270741,Wednesday,12
1261,WEAPONS OFFENSE,14,37.871318,-122.275278,Sunday,21
1262,ASSAULT,4,37.869363,-122.268028,Tuesday,16
1263,FAMILY OFFENSE,12,37.883798,-122.268567,Friday,7
1264,FAMILY OFFENSE,12,37.872992,-122.295801,Friday,17
1265,BURGLARY - RESIDENTIAL,8,37.869332,-122.25019,Friday,17
1266,FRAUD,7,37.895601,-122.285524,Monday,10
1267,LARCENY,1,37.866739,-122.267299,Sunday,17
1268,LARCENY,1,37.860189,-122.294048,Friday,18
1269,LARCENY,1,37.855294,-122.292475,Monday,4
1270,BURGLARY - VEHICLE,2,37.851653,-122.289194,Sunday,6
1271,MISSING PERSON,16,37.848152,-122.275807,Monday,23
1272,VANDALISM,5,37.869594,-122.30292,Thursday,15
1273,LARCENY,1,37.860225,-122.269453,Wednesday,18
1274,BURGLARY - COMMERCIAL,11,37.861677,-122.26716,Wednesday,18
1275,LARCENY,1,37.869031,-122.256611,Saturday,3
1276,LIQUOR LAW VIOLATION,15,37.867513,-122.26127,Monday,21
1277,BURGLARY - VEHICLE,2,37.859309,-122.259291,Sunday,4
1278,LARCENY,1,37.867513,-122.25195,Sunday,0
1279,LARCENY,1,37.862471,-122.271904,Tuesday,19
1280,LARCENY,1,37.864826,-122.260719,Sunday,7
1281,BURGLARY - COMMERCIAL,11,37.881957,-122.269551,Wednesday,13
1282,LARCENY,1,37.859846,-122.253325,Sunday,15
1283,VANDALISM,5,37.879097,-122.302468,Saturday,18
1284,ASSAULT,4,37.868574,-122.270415,Wednesday,13
1285,WEAPONS OFFENSE,14,37.858356,-122.253179,Wednesday,13
1286,BURGLARY - RESIDENTIAL,8,37.860105,-122.261901,Monday,18
1287,BURGLARY - VEHICLE,2,37.882217,-122.302226,Monday,21
1288,BURGLARY - RESIDENTIAL,8,37.867708,-122.250801,Friday,13
1289,ASSAULT,4,37.855632,-122.256606,Sunday,18
1290,BURGLARY - COMMERCIAL,11,37.869105,-122.270064,Thursday,16
1291,ASSAULT,4,37.86249,-122.29124,Monday,13
1292,BURGLARY - VEHICLE,2,37.878407,-122.267962,Monday,16
1293,ROBBERY,9,37.87091,-122.265993,Friday,9
1294,DISORDERLY CONDUCT,3,37.861738,-122.295664,Sunday,1
1295,LARCENY,1,37.87783,-122.299723,Saturday,21
1296,BURGLARY - RESIDENTIAL,8,37.858132,-122.277595,Thursday,16
1297,BURGLARY - VEHICLE,2,37.869067,-122.292043,Tuesday,8
1298,LARCENY,1,37.868714,-122.259189,Monday,15
1299,ROBBERY,9,37.862927,-122.258784,Friday,0
1300,ASSAULT,4,37.870948,-122.27733,Thursday,8
1301,BURGLARY - VEHICLE,2,37.879708,-122.297995,Tuesday,14
1302,ASSAULT,4,37.868489,-122.26795,Thursday,19
1303,ASSAULT,4,37.853875,-122.260048,Wednesday,18
1304,DRUG VIOLATION,10,37.880062,-122.307246,Wednesday,3
1305,MOTOR VEHICLE THEFT,6,37.870256,-122.298419,Monday,15
1306,ROBBERY,9,37.857377,-122.268709,Sunday,12
1307,WEAPONS OFFENSE,14,37.871181,-122.295211,Sunday,17
1308,BURGLARY - RESIDENTIAL,8,37.891451,-122.285748,Friday,12
1310,MOTOR VEHICLE THEFT,6,37.871369,-122.292954,Friday,8
1311,LARCENY,1,37.880227,-122.26936,Friday,13
1312,LARCENY,1,37.871828,-122.270516,Thursday,13
1313,LARCENY,1,37.867852,-122.258699,Monday,19
1314,SEX CRIME,17,37.855684,-122.263491,Friday,0
1315,FRAUD,7,37.868417,-122.302539,Tuesday,9
1316,VANDALISM,5,37.867221,-122.267807,Monday,21
1317,MOTOR VEHICLE THEFT,6,37.876251,-122.262453,Thursday,0
1318,VANDALISM,5,37.8559,-122.283101,Friday,17
1319,BURGLARY - VEHICLE,2,37.88014,-122.297498,Tuesday,20
1320,ASSAULT,4,37.868325,-122.269125,Wednesday,12
1321,MOTOR VEHICLE THEFT,6,37.858628,-122.250795,Tuesday,23
1322,BURGLARY - RESIDENTIAL,8,37.854536,-122.266403,Saturday,16
1323,WEAPONS OFFENSE,14,37.870053,-122.294867,Sunday,19
1324,LARCENY - FROM VEHICLE,13,37.879571,-122.300296,Sunday,12
1325,BURGLARY - RESIDENTIAL,8,37.899211,-122.264973,Tuesday,7
1326,DISORDERLY CONDUCT,3,37.860993,-122.262104,Sunday,20
1327,ROBBERY,9,37.891095,-122.284247,Tuesday,21
1328,VANDALISM,5,37.858628,-122.250783,Monday,6
1329,ROBBERY,9,37.870867,-122.270635,Friday,16
1330,LARCENY,1,37.865772,-122.267643,Saturday,10
1331,KIDNAPPING,20,37.868512,-122.26781,Sunday,6
1332,DRUG VIOLATION,10,37.870054,-122.284263,Sunday,0
1333,DISORDERLY CONDUCT,3,37.88189,-122.29825,Saturday,10
1334,LARCENY,1,37.869363,-122.268028,Thursday,12
1335,LARCENY,1,37.866327,-122.263359,Friday,1
1336,ARSON,18,37.850434,-122.272607,Thursday,23
1337,VANDALISM,5,37.864827,-122.258577,Monday,16
1338,ROBBERY,9,37.871461,-122.270706,Sunday,13
1339,LARCENY - FROM VEHICLE,13,37.877849,-122.308936,Wednesday,6
1340,LARCENY,1,37.87325,-122.293558,Sunday,10
1341,BURGLARY - RESIDENTIAL,8,37.863353,-122.272097,Tuesday,20
1342,LARCENY,1,37.860366,-122.266802,Wednesday,7
1343,LARCENY,1,37.856088,-122.29274,Wednesday,13
1344,MOTOR VEHICLE THEFT,6,37.880376,-122.268183,Monday,6
1345,ASSAULT,4,37.873327,-122.273214,Saturday,19
1346,MOTOR VEHICLE THEFT,6,37.861057,-122.276171,Tuesday,18
1347,LARCENY,1,37.858116,-122.268002,Thursday,9
1348,LARCENY,1,37.87091,-122.265993,Friday,14
1349,MOTOR VEHICLE THEFT,6,37.879679,-122.273638,Wednesday,0
1350,ROBBERY,9,37.88014,-122.297498,Tuesday,12
1351,LARCENY,1,37.867176,-122.267802,Thursday,15
1352,BURGLARY - RESIDENTIAL,8,37.867822,-122.266003,Saturday,14
1353,BURGLARY - RESIDENTIAL,8,37.864238,-122.265263,Sunday,17
1354,LARCENY,1,37.858116,-122.268002,Sunday,9
1355,MOTOR VEHICLE THEFT,6,37.850005,-122.280256,Thursday,20
1356,MOTOR VEHICLE THEFT,6,37.854154,-122.272171,Wednesday,21
1357,FAMILY OFFENSE,12,37.873393,-122.286956,Wednesday,10
1359,LARCENY,1,37.866987,-122.272507,Saturday,15
1360,MOTOR VEHICLE THEFT,6,37.882945,-122.295648,Tuesday,21
1361,WEAPONS OFFENSE,14,37.85525,-122.277126,Saturday,22
1362,ASSAULT,4,37.868263,-122.296013,Friday,16
1363,BURGLARY - VEHICLE,2,37.858179,-122.238439,Monday,21
1365,LARCENY,1,37.871167,-122.268285,Friday,20
1366,LARCENY,1,37.862169,-122.267084,Monday,0
1367,MOTOR VEHICLE THEFT,6,37.871246,-122.274991,Wednesday,7
1368,LARCENY,1,37.865149,-122.256487,Monday,18
1369,LARCENY,1,37.896431,-122.278418,Wednesday,21
1370,FRAUD,7,37.859802,-122.267177,Saturday,15
1371,MOTOR VEHICLE THEFT,6,37.850541,-122.286037,Tuesday,20
1372,MOTOR VEHICLE THEFT,6,37.876965,-122.260544,Wednesday,20
1373,VANDALISM,5,37.852211,-122.286336,Sunday,2
1374,LARCENY,1,37.885744,-122.278017,Wednesday,2
1375,FRAUD,7,37.875983,-122.264125,Monday,9
1376,VANDALISM,5,37.870948,-122.27733,Monday,3
1377,DISORDERLY CONDUCT,3,37.866761,-122.258779,Monday,19
1378,FRAUD,7,37.85491,-122.268666,Sunday,13
1379,BURGLARY - COMMERCIAL,11,37.869105,-122.270064,Thursday,17
1380,ROBBERY,9,37.868815,-122.292131,Thursday,12
1381,LARCENY,1,37.859988,-122.253339,Saturday,0
1382,BURGLARY - VEHICLE,2,37.861843,-122.269644,Thursday,23
1383,DISORDERLY CONDUCT,3,37.864677,-122.290292,Friday,16
1384,BURGLARY - RESIDENTIAL,8,37.879679,-122.273638,Monday,12
1385,BURGLARY - VEHICLE,2,37.865711,-122.25389,Saturday,0
1386,MOTOR VEHICLE THEFT,6,37.869973,-122.270557,Monday,16
1387,DRUG VIOLATION,10,37.871689,-122.292898,Sunday,11
1388,BURGLARY - VEHICLE,2,37.870562,-122.314503,Saturday,15
1389,ASSAULT,4,37.873687,-122.268616,Sunday,10
1390,BURGLARY - VEHICLE,2,37.868512,-122.26781,Thursday,18
1391,RECOVERED VEHICLE,19,37.870417,-122.292485,Monday,12
1392,ASSAULT,4,37.851017,-122.291088,Saturday,11
1393,VANDALISM,5,37.859795,-122.245436,Thursday,15
1394,BURGLARY - VEHICLE,2,37.867117,-122.283641,Friday,22
1395,VANDALISM,5,37.880228,-122.295798,Thursday,19
1396,DISORDERLY CONDUCT,3,37.86939,-122.267883,Monday,15
1397,NOISE VIOLATION,21,37.867948,-122.250664,Saturday,0
1398,ASSAULT,4,37.867373,-122.249515,Saturday,13
1399,VANDALISM,5,37.867501,-122.291709,Wednesday,17
1400,LARCENY,1,37.858116,-122.268002,Wednesday,14
1401,FRAUD,7,37.85491,-122.268666,Thursday,9
1402,LARCENY,1,37.867491,-122.254054,Tuesday,16
1403,LARCENY,1,37.861078,-122.289632,Saturday,14
1404,ASSAULT,4,37.874781,-122.268758,Sunday,15
1405,VANDALISM,5,37.8513,-122.298008,Sunday,21
1406,LARCENY,1,37.863977,-122.267307,Wednesday,7
1407,BURGLARY - RESIDENTIAL,8,37.852422,-122.278571,Saturday,2
1408,ROBBERY,9,37.863977,-122.267307,Tuesday,21
1409,BURGLARY - VEHICLE,2,37.850798,-122.294689,Sunday,15
1410,BURGLARY - VEHICLE,2,37.866513,-122.27474,Sunday,14
1411,LARCENY,1,37.880756,-122.303056,Tuesday,11
1412,LARCENY,1,37.857377,-122.268709,Sunday,16
1413,LARCENY,1,37.86825,-122.300093,Friday,18
1414,LARCENY,1,37.891214,-122.282158,Saturday,8
1415,LARCENY,1,37.864701,-122.260693,Thursday,10
1416,DISORDERLY CONDUCT,3,37.850541,-122.286037,Thursday,19
1417,BURGLARY - COMMERCIAL,11,37.878722,-122.295312,Sunday,23
1418,VANDALISM,5,37.869764,-122.28655,Wednesday,14
1419,DISORDERLY CONDUCT,3,37.870396,-122.281585,Saturday,8
1421,DISORDERLY CONDUCT,3,37.863985,-122.281407,Wednesday,10
1423,BURGLARY - VEHICLE,2,37.879129,-122.302478,Sunday,14
1424,DISORDERLY CONDUCT,3,37.870256,-122.298419,Thursday,10
1425,LARCENY,1,37.869764,-122.28655,Thursday,12
1426,BURGLARY - VEHICLE,2,37.869363,-122.268028,Tuesday,18
1427,FRAUD,7,37.87935,-122.276123,Monday,13
1429,FRAUD,7,37.868667,-122.313656,Friday,22
1430,BURGLARY - RESIDENTIAL,8,37.850541,-122.286037,Friday,14
1431,DISORDERLY CONDUCT,3,37.869067,-122.292043,Thursday,20
1432,VANDALISM,5,37.867613,-122.299898,Saturday,18
1433,LARCENY,1,37.868722,-122.259123,Monday,22
1434,VANDALISM,5,37.873678,-122.269765,Monday,13
1435,ASSAULT,4,37.871171,-122.267718,Monday,18
1436,BURGLARY - RESIDENTIAL,8,37.869764,-122.28655,Saturday,12
1437,WEAPONS OFFENSE,14,37.876954,-122.28049,Sunday,17
1438,BURGLARY - RESIDENTIAL,8,37.878935,-122.293437,Friday,15
1439,ROBBERY,9,37.869579,-122.252328,Sunday,2
1440,SEX CRIME,17,37.863522,-122.254992,Tuesday,21
1441,FRAUD,7,37.849747,-122.277907,Thursday,12
1442,BURGLARY - COMMERCIAL,11,37.878722,-122.295312,Friday,2
1443,BURGLARY - COMMERCIAL,11,37.86825,-122.300093,Friday,15
1444,ROBBERY,9,37.855824,-122.25502,Thursday,20
1445,BURGLARY - VEHICLE,2,37.877849,-122.308936,Sunday,16
1446,ASSAULT,4,37.864827,-122.258577,Tuesday,18
1447,LARCENY,1,37.871917,-122.298961,Saturday,21
1448,VANDALISM,5,37.871689,-122.292898,Saturday,2
1449,ROBBERY,9,37.88014,-122.297498,Friday,8
1450,BURGLARY - RESIDENTIAL,8,37.853665,-122.252715,Tuesday,1
1451,FAMILY OFFENSE,12,37.858993,-122.244574,Monday,8
1452,BURGLARY - VEHICLE,2,37.880021,-122.298091,Tuesday,18
1453,FAMILY OFFENSE,12,37.868667,-122.313656,Sunday,23
1454,VANDALISM,5,37.868815,-122.292131,Monday,12
1455,MOTOR VEHICLE THEFT,6,37.857694,-122.281628,Monday,0
1456,BURGLARY - VEHICLE,2,37.861929,-122.276345,Friday,0
1457,BURGLARY - VEHICLE,2,37.863611,-122.317566,Wednesday,19
1458,LARCENY,1,37.88014,-122.297498,Monday,18
1459,MISSING PERSON,16,37.868641,-122.29415,Friday,15
1460,BURGLARY - COMMERCIAL,11,37.870948,-122.27733,Thursday,19
1461,KIDNAPPING,20,37.870396,-122.281585,Saturday,19
1462,BURGLARY - RESIDENTIAL,8,37.856897,-122.286987,Monday,22
