,Crime,Severity,Latitude,Longitude,Day,Hour
3092,LARCENY,1,37.870911,-122.289684,Wednesday,22
3093,ROBBERY,9,37.869363,-122.268028,Sunday,22
3094,MOTOR VEHICLE THEFT,6,37.867972,-122.263699,Monday,7
3095,FRAUD,7,37.876921,-122.265567,Saturday,12
3096,DISORDERLY CONDUCT,3,37.882561,-122.28212,Monday,0
3097,BURGLARY - VEHICLE,2,37.867236,-122.295139,Thursday,23
3098,BURGLARY - VEHICLE,2,37.8667,-122.267614,Tuesday,16
3099,LARCENY - FROM VEHICLE,13,37.872992,-122.295801,Wednesday,15
3100,ASSAULT,4,37.868574,-122.270415,Tuesday,15
3101,LARCENY,1,37.869685,-122.272804,Saturday,16
3102,LARCENY,1,37.882199,-122.268386,Thursday,13
3103,ROBBERY,9,37.871167,-122.268285,Friday,12
3104,FRAUD,7,37.857495,-122.275256,Tuesday,16
3105,BURGLARY - RESIDENTIAL,8,37.864701,-122.260693,Saturday,22
3106,VANDALISM,5,37.853554,-122.276925,Thursday,14
3107,BURGLARY - VEHICLE,2,37.882561,-122.28212,Sunday,23
3108,MOTOR VEHICLE THEFT,6,37.87325,-122.293558,Friday,21
3109,MOTOR VEHICLE THEFT,6,37.85379,-122.260778,Wednesday,1
3110,FRAUD,7,37.880227,-122.26936,Thursday,17
3111,LARCENY,1,37.85177,-122.276489,Wednesday,16
3112,BURGLARY - VEHICLE,2,37.882217,-122.302226,Wednesday,21
3114,BURGLARY - VEHICLE,2,37.866919,-122.258812,Sunday,19
3115,BURGLARY - VEHICLE,2,37.869105,-122.270064,Saturday,12
3116,DISORDERLY CONDUCT,3,37.852683,-122.276556,Sunday,19
3117,DRUG VIOLATION,10,37.873687,-122.268616,Tuesday,22
3118,VANDALISM,5,37.870298,-122.275101,Monday,16
3119,BURGLARY - VEHICLE,2,37.858775,-122.266933,Thursday,20
3120,LARCENY,1,37.864714,-122.274572,Friday,21
3121,DISORDERLY CONDUCT,3,37.870054,-122.284263,Sunday,19
3122,LARCENY,1,37.855671,-122.262461,Wednesday,15
3123,FRAUD,7,37.865126,-122.296746,Friday,8
3124,DISORDERLY CONDUCT,3,37.867372,-122.249826,Thursday,11
3125,ASSAULT,4,37.879016,-122.264445,Saturday,14
3126,DISORDERLY CONDUCT,3,37.880519,-122.267051,Sunday,13
3127,LARCENY,1,37.861677,-122.26716,Saturday,13
3128,BURGLARY - VEHICLE,2,37.868164,-122.256314,Sunday,22
3129,BURGLARY - VEHICLE,2,37.882943,-122.279383,Thursday,6
3130,DISORDERLY CONDUCT,3,37.878644,-122.303432,Friday,0
3131,LARCENY,1,37.864693,-122.299701,Monday,10
3132,DISORDERLY CONDUCT,3,37.869067,-122.292043,Sunday,23
3133,VANDALISM,5,37.869067,-122.292043,Monday,12
3134,BURGLARY - RESIDENTIAL,8,37.86771,-122.298466,Wednesday,2
3135,LIQUOR LAW VIOLATION,15,37.868815,-122.292131,Wednesday,20
3136,LARCENY,1,37.870308,-122.26805,Friday,12
3137,ASSAULT,4,37.856769,-122.27984,Sunday,12
3138,MOTOR VEHICLE THEFT,6,37.864897,-122.288672,Tuesday,12
3139,BURGLARY - VEHICLE,2,37.855435,-122.259841,Wednesday,18
3140,LARCENY,1,37.862927,-122.258784,Tuesday,16
3141,VANDALISM,5,37.887263,-122.271726,Thursday,14
3142,BURGLARY - COMMERCIAL,11,37.878722,-122.295312,Monday,18
3143,ASSAULT,4,37.857592,-122.269186,Saturday,20
3144,BURGLARY - VEHICLE,2,37.859446,-122.266969,Friday,18
3145,LARCENY,1,37.879888,-122.285306,Tuesday,0
3146,FRAUD,7,37.880227,-122.26936,Tuesday,0
3147,LARCENY,1,37.870867,-122.270635,Thursday,14
3148,LARCENY,1,37.848453,-122.273607,Sunday,15
3149,LARCENY - FROM VEHICLE,13,37.868667,-122.313656,Monday,0
3150,DISORDERLY CONDUCT,3,37.879524,-122.30028,Monday,12
3151,LARCENY,1,37.871167,-122.268285,Friday,20
3152,ASSAULT,4,37.872725,-122.277729,Tuesday,19
3153,BURGLARY - VEHICLE,2,37.877849,-122.308936,Monday,17
3154,BURGLARY - VEHICLE,2,37.869067,-122.292043,Saturday,21
3155,DISORDERLY CONDUCT,3,37.869067,-122.292043,Tuesday,10
3156,DRUG VIOLATION,10,37.868366,-122.295508,Thursday,3
3157,LARCENY,1,37.855797,-122.271256,Tuesday,16
3158,WEAPONS OFFENSE,14,37.851017,-122.291088,Monday,0
3159,BURGLARY - RESIDENTIAL,8,37.875053,-122.26548,Thursday,15
3160,LARCENY,1,37.878378,-122.297029,Friday,0
3161,DISORDERLY CONDUCT,3,37.860334,-122.280567,Wednesday,20
3162,LARCENY,1,37.894598,-122.282523,Saturday,8
3163,FRAUD,7,37.869448,-122.281783,Wednesday,1
3165,BURGLARY - VEHICLE,2,37.870036,-122.277169,Monday,21
3166,BURGLARY - RESIDENTIAL,8,37.8598,-122.264351,Saturday,21
3167,BURGLARY - VEHICLE,2,37.869031,-122.256611,Thursday,10
3168,BURGLARY - VEHICLE,2,37.875505,-122.298797,Sunday,17
3169,MOTOR VEHICLE THEFT,6,37.863977,-122.267307,Saturday,16
3170,BURGLARY - VEHICLE,2,37.870287,-122.316238,Saturday,13
3171,FRAUD,7,37.862024,-122.251212,Monday,20
3172,MOTOR VEHICLE THEFT,6,37.880519,-122.267051,Sunday,17
3173,BURGLARY - COMMERCIAL,11,37.878112,-122.269114,Tuesday,2
3174,BURGLARY - RESIDENTIAL,8,37.868957,-122.254552,Saturday,21
3175,LARCENY,1,37.880756,-122.303056,Wednesday,16
3176,LARCENY,1,37.863353,-122.265053,Saturday,14
3177,BURGLARY - VEHICLE,2,37.869105,-122.270064,Tuesday,11
3178,FRAUD,7,37.876881,-122.266666,Tuesday,19
3179,FRAUD,7,37.853552,-122.291561,Thursday,18
3180,ASSAULT,4,37.873687,-122.268616,Tuesday,18
3181,VANDALISM,5,37.860732,-122.291369,Monday,21
3182,DRUG VIOLATION,10,37.873661,-122.301831,Saturday,7
3184,SEX CRIME,17,37.871828,-122.270516,Saturday,10
3185,VANDALISM,5,37.869113,-122.250903,Friday,17
3186,LARCENY,1,37.86546,-122.255849,Saturday,19
3187,LARCENY,1,37.861411,-122.258907,Thursday,13
3188,FAMILY OFFENSE,12,37.870652,-122.27958,Monday,7
3189,FAMILY OFFENSE,12,37.847908,-122.277685,Tuesday,17
3190,LARCENY,1,37.880376,-122.268183,Sunday,12
3192,DISORDERLY CONDUCT,3,37.878949,-122.285291,Wednesday,12
3193,ROBBERY,9,37.898524,-122.267129,Monday,15
3194,DRUG VIOLATION,10,37.867176,-122.267802,Wednesday,16
3195,BURGLARY - RESIDENTIAL,8,37.864701,-122.260693,Friday,2
3196,LARCENY,1,37.850005,-122.280256,Sunday,10
3197,LARCENY,1,37.880583,-122.304802,Friday,12
3198,MISSING PERSON,16,37.847908,-122.277685,Monday,12
3199,FAMILY OFFENSE,12,37.878868,-122.290083,Sunday,5
3200,FAMILY OFFENSE,12,37.873885,-122.266332,Friday,12
3201,LARCENY,1,37.863522,-122.254992,Friday,15
3202,LARCENY,1,37.881957,-122.269551,Monday,19
3203,BURGLARY - VEHICLE,2,37.861689,-122.255732,Wednesday,20
3204,BURGLARY - COMMERCIAL,11,37.875189,-122.294176,Wednesday,23
3205,MISSING PERSON,16,37.867613,-122.299898,Wednesday,12
3206,FRAUD,7,37.865466,-122.27005,Sunday,21
3207,BURGLARY - VEHICLE,2,37.894468,-122.265464,Saturday,23
3208,SEX CRIME,17,37.867852,-122.258699,Monday,3
3209,LARCENY,1,37.871544,-122.272714,Friday,14
3210,VANDALISM,5,37.898747,-122.266109,Wednesday,20
3211,LARCENY,1,37.89091,-122.271061,Thursday,12
3212,DISORDERLY CONDUCT,3,37.873687,-122.268616,Thursday,23
3213,ASSAULT,4,37.867852,-122.258699,Sunday,1
3214,MOTOR VEHICLE THEFT,6,37.865711,-122.25389,Friday,16
3215,LIQUOR LAW VIOLATION,15,37.861411,-122.258907,Thursday,23
3216,BURGLARY - COMMERCIAL,11,37.863811,-122.267412,Thursday,2
3217,FRAUD,7,37.869764,-122.28655,Friday,23
3218,BURGLARY - VEHICLE,2,37.870113,-122.31733,Friday,9
3219,LARCENY,1,37.869067,-122.292043,Wednesday,10
3220,LARCENY,1,37.863611,-122.317566,Friday,23
3221,VANDALISM,5,37.867852,-122.258699,Saturday,21
3223,LARCENY,1,37.857377,-122.268709,Thursday,12
3224,DISORDERLY CONDUCT,3,37.88055,-122.304962,Thursday,0
3225,LARCENY,1,37.880228,-122.295798,Thursday,15
3226,ASSAULT,4,37.86939,-122.267883,Sunday,9
3227,FRAUD,7,37.873202,-122.267443,Sunday,11
3228,LARCENY,1,37.865202,-122.257795,Wednesday,17
3229,DISORDERLY CONDUCT,3,37.868263,-122.296013,Thursday,23
3230,MOTOR VEHICLE THEFT,6,37.870054,-122.284263,Thursday,9
3231,BURGLARY - VEHICLE,2,37.865772,-122.267643,Sunday,20
3233,BURGLARY - VEHICLE,2,37.897335,-122.281548,Saturday,22
3234,LARCENY,1,37.853552,-122.291561,Friday,13
3235,MOTOR VEHICLE THEFT,6,37.874845,-122.295237,Monday,20
3236,VANDALISM,5,37.857674,-122.259434,Saturday,20
3237,LARCENY - FROM VEHICLE,13,37.854534,-122.281798,Monday,18
3238,ROBBERY,9,37.859364,-122.288914,Friday,3
3239,VANDALISM,5,37.873607,-122.270903,Tuesday,0
3240,LARCENY,1,37.867491,-122.254054,Friday,23
3242,BURGLARY - RESIDENTIAL,8,37.863369,-122.257622,Monday,11
3243,ASSAULT,4,37.871828,-122.270516,Monday,20
3244,LARCENY,1,37.855435,-122.259841,Friday,10
3245,BURGLARY - VEHICLE,2,37.881957,-122.269551,Sunday,20
3246,ASSAULT,4,37.868913,-122.28608,Sunday,8
3247,BURGLARY - RESIDENTIAL,8,37.866903,-122.285439,Friday,15
3248,LARCENY,1,37.862927,-122.258784,Wednesday,18
3249,BURGLARY - RESIDENTIAL,8,37.865868,-122.251595,Monday,0
3250,BURGLARY - VEHICLE,2,37.866969,-122.26553,Tuesday,13
3251,BURGLARY - COMMERCIAL,11,37.868204,-122.270054,Wednesday,2
3252,VANDALISM,5,37.858356,-122.253179,Tuesday,23
3253,ASSAULT,4,37.863977,-122.267307,Friday,21
3254,BURGLARY - VEHICLE,2,37.851203,-122.289129,Wednesday,14
3255,WEAPONS OFFENSE,14,37.863369,-122.257622,Wednesday,17
3256,BURGLARY - VEHICLE,2,37.85583,-122.27339,Tuesday,10
3257,DISORDERLY CONDUCT,3,37.867816,-122.258994,Friday,1
3258,LARCENY,1,37.868815,-122.292131,Monday,11
3259,LARCENY - FROM VEHICLE,13,37.871265,-122.295043,Sunday,18
3260,LARCENY,1,37.871246,-122.274991,Saturday,13
3261,BURGLARY - VEHICLE,2,37.881142,-122.30191,Saturday,13
3262,FAMILY OFFENSE,12,37.894661,-122.27503,Saturday,16
3263,SEX CRIME,17,37.870652,-122.27958,Friday,18
3264,LARCENY,1,37.86695,-122.286984,Sunday,16
3265,MOTOR VEHICLE THEFT,6,37.855026,-122.266475,Friday,19
3266,BURGLARY - VEHICLE,2,37.850444,-122.288866,Tuesday,14
3268,BURGLARY - VEHICLE,2,37.861591,-122.254736,Friday,8
3269,FAMILY OFFENSE,12,37.853275,-122.279078,Monday,16
3270,ASSAULT,4,37.870948,-122.27733,Wednesday,20
3271,ASSAULT,4,37.867816,-122.258994,Monday,0
3273,FAMILY OFFENSE,12,37.874802,-122.29615,Sunday,0
3274,VANDALISM,5,37.864385,-122.290697,Friday,2
3275,BURGLARY - VEHICLE,2,37.880891,-122.290189,Sunday,7
3276,LARCENY,1,37.860551,-122.264511,Monday,7
3277,FRAUD,7,37.858356,-122.253179,Wednesday,16
3278,VANDALISM,5,37.864827,-122.258577,Friday,15
3279,MOTOR VEHICLE THEFT,6,37.882469,-122.294567,Tuesday,20
3280,MOTOR VEHICLE THEFT,6,37.854944,-122.257583,Saturday,16
3281,FRAUD,7,37.866037,-122.265618,Tuesday,0
3282,LARCENY,1,37.868913,-122.28608,Thursday,19
3283,BURGLARY - VEHICLE,2,37.865443,-122.263189,Monday,10
3284,DRUG VIOLATION,10,37.872435,-122.279988,Wednesday,15
3285,MISSING PERSON,16,37.851503,-122.278518,Wednesday,19
3286,ASSAULT,4,37.848724,-122.271528,Sunday,9
3287,DISORDERLY CONDUCT,3,37.87783,-122.299723,Wednesday,21
3288,LIQUOR LAW VIOLATION,15,37.873455,-122.293465,Friday,20
3289,LARCENY,1,37.873909,-122.268233,Friday,18
3290,LARCENY - FROM VEHICLE,13,37.878274,-122.297556,Monday,8
3291,BURGLARY - VEHICLE,2,37.846404,-122.275263,Sunday,0
3292,ROBBERY,9,37.879708,-122.297995,Thursday,22
3293,DRUG VIOLATION,10,37.873454,-122.27209,Tuesday,0
3294,LARCENY,1,37.88014,-122.297498,Friday,17
3295,DISORDERLY CONDUCT,3,37.866842,-122.27366,Tuesday,8
3296,DISORDERLY CONDUCT,3,37.865791,-122.26751,Thursday,23
3297,BURGLARY - VEHICLE,2,37.867513,-122.26127,Tuesday,20
3298,BURGLARY - RESIDENTIAL,8,37.879679,-122.273638,Tuesday,9
3299,BURGLARY - VEHICLE,2,37.874844,-122.261596,Wednesday,23
3300,BURGLARY - VEHICLE,2,37.868164,-122.256314,Tuesday,21
3301,BURGLARY - VEHICLE,2,37.886401,-122.251877,Wednesday,1
3302,LARCENY,1,37.881957,-122.269551,Wednesday,15
3303,VANDALISM,5,37.863369,-122.257622,Saturday,3
3304,LARCENY,1,37.864723,-122.263034,Wednesday,19
3305,MOTOR VEHICLE THEFT,6,37.869579,-122.252328,Wednesday,6
3307,BURGLARY - VEHICLE,2,37.856291,-122.234692,Sunday,20
3308,BURGLARY - RESIDENTIAL,8,37.860823,-122.250887,Saturday,2
3309,LARCENY,1,37.869423,-122.281951,Thursday,4
3310,LARCENY,1,37.851017,-122.291088,Saturday,13
3311,SEX CRIME,17,37.871461,-122.270706,Saturday,3
3312,ROBBERY,9,37.847838,-122.275741,Saturday,13
3313,LARCENY,1,37.868714,-122.259189,Monday,22
3314,MOTOR VEHICLE THEFT,6,37.859881,-122.285128,Saturday,21
3315,MOTOR VEHICLE THEFT,6,37.865984,-122.293289,Thursday,19
3316,FRAUD,7,37.864333,-122.278792,Monday,7
3317,LARCENY,1,37.857377,-122.268709,Thursday,12
3318,ASSAULT,4,37.869067,-122.292043,Wednesday,12
3319,LARCENY,1,37.852211,-122.286336,Thursday,13
3320,DRUG VIOLATION,10,37.873454,-122.27209,Wednesday,23
3321,VANDALISM,5,37.858892,-122.29127,Friday,19
3322,VANDALISM,5,37.85062,-122.278313,Sunday,0
3323,BURGLARY - VEHICLE,2,37.871978,-122.303701,Monday,20
3324,LARCENY,1,37.866761,-122.258779,Friday,12
3325,BURGLARY - RESIDENTIAL,8,37.871486,-122.300027,Tuesday,13
3326,LARCENY,1,37.871883,-122.301255,Monday,15
3327,LARCENY,1,37.880756,-122.303056,Sunday,16
3328,LARCENY,1,37.878124,-122.27141,Friday,22
3329,ARSON,18,37.855199,-122.259768,Thursday,3
3330,ASSAULT,4,37.863679,-122.269631,Thursday,20
3331,BURGLARY - RESIDENTIAL,8,37.868352,-122.254459,Wednesday,4
3332,FRAUD,7,37.878051,-122.285222,Friday,12
3333,BURGLARY - VEHICLE,2,37.881957,-122.269551,Saturday,21
3334,DISORDERLY CONDUCT,3,37.868512,-122.26781,Friday,12
3335,BURGLARY - VEHICLE,2,37.869105,-122.270064,Tuesday,13
3336,ASSAULT,4,37.874095,-122.288542,Monday,10
3338,DISORDERLY CONDUCT,3,37.860993,-122.262104,Friday,11
3339,BURGLARY - VEHICLE,2,37.878052,-122.258549,Saturday,21
3340,FRAUD,7,37.871167,-122.268285,Tuesday,7
3341,BURGLARY - VEHICLE,2,37.880756,-122.303056,Thursday,17
3342,LARCENY,1,37.880227,-122.26936,Thursday,22
3343,ASSAULT,4,37.873745,-122.269775,Thursday,16
3344,LARCENY,1,37.870205,-122.292581,Tuesday,8
3345,LARCENY,1,37.881957,-122.269551,Monday,17
3346,BURGLARY - VEHICLE,2,37.876251,-122.262453,Friday,15
3347,LARCENY,1,37.877849,-122.308936,Monday,9
3348,VANDALISM,5,37.88113,-122.276389,Sunday,3
3349,DISORDERLY CONDUCT,3,37.868366,-122.295508,Wednesday,12
3350,BURGLARY - RESIDENTIAL,8,37.89925,-122.277331,Sunday,15
3351,LARCENY,1,37.88588,-122.253359,Monday,9
3352,DISORDERLY CONDUCT,3,37.876186,-122.30158,Saturday,14
3353,ROBBERY,9,37.876307,-122.268923,Wednesday,14
3354,ASSAULT,4,37.871884,-122.270752,Wednesday,1
3355,BURGLARY - VEHICLE,2,37.861409,-122.253481,Thursday,5
3356,LIQUOR LAW VIOLATION,15,37.852976,-122.260077,Wednesday,22
3357,MOTOR VEHICLE THEFT,6,37.865219,-122.285314,Friday,13
3358,LARCENY,1,37.871167,-122.268285,Saturday,15
3359,BURGLARY - VEHICLE,2,37.869363,-122.268028,Friday,11
3360,BURGLARY - VEHICLE,2,37.875963,-122.296521,Sunday,18
3361,LARCENY - FROM VEHICLE,13,37.855671,-122.262461,Friday,10
3362,LARCENY,1,37.876595,-122.267789,Wednesday,10
3363,ASSAULT,4,37.865826,-122.267244,Thursday,11
3364,ASSAULT,4,37.868785,-122.272701,Thursday,11
3365,VANDALISM,5,37.872725,-122.277729,Friday,23
3366,BURGLARY - VEHICLE,2,37.855671,-122.262461,Sunday,2
3367,DISORDERLY CONDUCT,3,37.850385,-122.270897,Tuesday,11
3368,BURGLARY - COMMERCIAL,11,37.857714,-122.288536,Thursday,3
3369,ASSAULT,4,37.880227,-122.26936,Monday,22
3370,VANDALISM,5,37.870417,-122.292485,Tuesday,0
3371,BURGLARY - COMMERCIAL,11,37.855435,-122.259841,Monday,2
3372,BURGLARY - VEHICLE,2,37.88014,-122.297498,Monday,21
3373,LARCENY,1,37.880227,-122.26936,Wednesday,20
3374,DISORDERLY CONDUCT,3,37.869535,-122.296988,Saturday,0
3375,MOTOR VEHICLE THEFT,6,37.86542,-122.25618,Sunday,18
3376,ROBBERY,9,37.871461,-122.270706,Tuesday,22
3377,LARCENY,1,37.858116,-122.268002,Wednesday,13
3378,ASSAULT,4,37.871246,-122.274991,Thursday,11
3379,LARCENY,1,37.86939,-122.267883,Thursday,14
3380,FAMILY OFFENSE,12,37.863893,-122.251422,Friday,17
3381,VANDALISM,5,37.852211,-122.286336,Tuesday,20
3382,FAMILY OFFENSE,12,37.868263,-122.296013,Monday,11
3383,MOTOR VEHICLE THEFT,6,37.873343,-122.280086,Wednesday,21
3384,LARCENY,1,37.873455,-122.293465,Saturday,9
3385,DRUG VIOLATION,10,37.863977,-122.267307,Thursday,23
3386,BURGLARY - VEHICLE,2,37.862562,-122.262598,Friday,9
3387,LARCENY - FROM VEHICLE,13,37.858448,-122.282308,Wednesday,8
3388,ROBBERY,9,37.866327,-122.263359,Friday,2
3389,LARCENY,1,37.877417,-122.300713,Thursday,11
3390,BURGLARY - VEHICLE,2,37.897393,-122.28115,Saturday,22
3391,LARCENY,1,37.868512,-122.26781,Monday,12
3392,BURGLARY - VEHICLE,2,37.865511,-122.309967,Wednesday,19
3393,LIQUOR LAW VIOLATION,15,37.855814,-122.262486,Thursday,0
3394,LARCENY,1,37.871544,-122.272714,Monday,18
3395,BURGLARY - RESIDENTIAL,8,37.857787,-122.257013,Wednesday,23
3396,WEAPONS OFFENSE,14,37.856023,-122.279683,Friday,18
3397,FRAUD,7,37.860372,-122.25981,Friday,8
3398,BURGLARY - VEHICLE,2,37.901596,-122.270187,Thursday,23
3399,DISORDERLY CONDUCT,3,37.867948,-122.250664,Saturday,11
3400,ROBBERY,9,37.867501,-122.291709,Saturday,0
3401,MOTOR VEHICLE THEFT,6,37.868199,-122.263253,Wednesday,9
3402,SEX CRIME,17,37.868815,-122.292131,Thursday,14
3403,MOTOR VEHICLE THEFT,6,37.867613,-122.299898,Tuesday,5
3404,VANDALISM,5,37.878756,-122.266534,Tuesday,3
3405,DISORDERLY CONDUCT,3,37.859614,-122.280268,Thursday,20
3406,FAMILY OFFENSE,12,37.869312,-122.254314,Friday,11
3407,DRUG VIOLATION,10,37.854088,-122.264286,Wednesday,2
3408,BURGLARY - RESIDENTIAL,8,37.867708,-122.250801,Sunday,6
3409,BURGLARY - RESIDENTIAL,8,37.863893,-122.251422,Tuesday,2
3410,DISORDERLY CONDUCT,3,37.866253,-122.299483,Saturday,18
3411,LARCENY,1,37.861738,-122.295664,Monday,14
3412,MOTOR VEHICLE THEFT,6,37.877393,-122.301918,Wednesday,21
3413,BURGLARY - VEHICLE,2,37.885076,-122.308186,Tuesday,12
3414,BURGLARY - VEHICLE,2,37.855,-122.277202,Friday,23
3415,LARCENY,1,37.867852,-122.258699,Wednesday,16
3416,BURGLARY - RESIDENTIAL,8,37.876174,-122.287054,Friday,18
3417,LARCENY,1,37.867259,-122.26324,Wednesday,1
3418,BURGLARY - RESIDENTIAL,8,37.865984,-122.293289,Wednesday,18
3419,LARCENY,1,37.855026,-122.266475,Thursday,3
3420,BURGLARY - RESIDENTIAL,8,37.85525,-122.277126,Sunday,14
3421,LARCENY - FROM VEHICLE,13,37.890651,-122.258331,Thursday,0
3422,MOTOR VEHICLE THEFT,6,37.869535,-122.296988,Thursday,21
3423,BURGLARY - VEHICLE,2,37.868489,-122.26795,Tuesday,23
3424,DISORDERLY CONDUCT,3,37.86939,-122.267883,Friday,7
3425,DISORDERLY CONDUCT,3,37.85177,-122.276489,Tuesday,0
3427,WEAPONS OFFENSE,14,37.865121,-122.258455,Saturday,22
3428,LARCENY,1,37.892875,-122.268748,Thursday,13
3429,MOTOR VEHICLE THEFT,6,37.856719,-122.266672,Sunday,4
3430,BURGLARY - VEHICLE,2,37.879968,-122.296885,Wednesday,20
3431,LARCENY,1,37.865149,-122.256487,Wednesday,13
3432,VANDALISM,5,37.866508,-122.261057,Tuesday,18
3433,DISORDERLY CONDUCT,3,37.868714,-122.259189,Monday,7
3434,ASSAULT,4,37.872725,-122.277729,Sunday,21
3435,MOTOR VEHICLE THEFT,6,37.868667,-122.313656,Monday,14
3436,DRUG VIOLATION,10,37.871175,-122.304755,Saturday,9
3437,BURGLARY - VEHICLE,2,37.852215,-122.291483,Thursday,17
3438,DRUG VIOLATION,10,37.88024,-122.306387,Monday,0
3439,BURGLARY - VEHICLE,2,37.872691,-122.270741,Friday,18
3440,VANDALISM,5,37.868815,-122.292131,Tuesday,16
3441,BURGLARY - VEHICLE,2,37.88014,-122.297498,Monday,15
3442,LARCENY,1,37.867822,-122.266003,Thursday,20
3443,ROBBERY,9,37.869363,-122.268028,Saturday,20
3444,BURGLARY - RESIDENTIAL,8,37.878373,-122.262902,Sunday,14
3445,VANDALISM,5,37.89008,-122.260506,Saturday,23
3446,LARCENY,1,37.863839,-122.281391,Thursday,21
3447,LARCENY,1,37.871461,-122.270706,Saturday,22
3448,LIQUOR LAW VIOLATION,15,37.862927,-122.258784,Thursday,16
3449,BURGLARY - VEHICLE,2,37.865793,-122.301779,Wednesday,17
3450,BURGLARY - VEHICLE,2,37.862817,-122.298359,Thursday,15
3451,LARCENY,1,37.868957,-122.254552,Friday,16
3452,MOTOR VEHICLE THEFT,6,37.866074,-122.26331,Thursday,22
3453,LARCENY,1,37.867852,-122.258699,Thursday,23
3454,LARCENY,1,37.858525,-122.266906,Thursday,10
3455,BURGLARY - RESIDENTIAL,8,37.87247,-122.279718,Friday,12
3456,LARCENY,1,37.868815,-122.292131,Sunday,18
3457,BURGLARY - VEHICLE,2,37.863893,-122.251422,Sunday,17
3458,BURGLARY - VEHICLE,2,37.873202,-122.267443,Saturday,21
3459,LARCENY,1,37.859309,-122.259291,Tuesday,8
3460,FRAUD,7,37.852956,-122.266195,Tuesday,7
3461,VANDALISM,5,37.851263,-122.252477,Thursday,18
3462,LARCENY - FROM VEHICLE,13,37.85177,-122.276489,Tuesday,13
3463,LARCENY,1,37.850367,-122.272807,Monday,18
3464,FRAUD,7,37.853665,-122.252715,Sunday,9
3465,LARCENY,1,37.880228,-122.295798,Tuesday,18
3466,FAMILY OFFENSE,12,37.870205,-122.292581,Friday,13
3467,BURGLARY - VEHICLE,2,37.862817,-122.298359,Friday,15
3468,LARCENY,1,37.859802,-122.267177,Saturday,10
3469,BURGLARY - VEHICLE,2,37.849609,-122.282,Saturday,21
3470,LIQUOR LAW VIOLATION,15,37.862393,-122.248851,Wednesday,19
3471,BURGLARY - RESIDENTIAL,8,37.858116,-122.268002,Sunday,7
3472,LARCENY,1,37.864908,-122.267289,Monday,8
3473,LARCENY,1,37.867513,-122.25195,Saturday,23
3474,LARCENY,1,37.859888,-122.295585,Tuesday,12
3475,FRAUD,7,37.858165,-122.255687,Wednesday,18
3476,MOTOR VEHICLE THEFT,6,37.855671,-122.262461,Monday,19
3477,BURGLARY - VEHICLE,2,37.871246,-122.274991,Monday,11
3478,ASSAULT,4,37.868574,-122.270415,Thursday,10
3479,BURGLARY - VEHICLE,2,37.877623,-122.30078,Wednesday,19
3480,DRUG VIOLATION,10,37.873687,-122.268616,Thursday,1
3481,BURGLARY - VEHICLE,2,37.869962,-122.277411,Tuesday,22
3482,LARCENY - FROM VEHICLE,13,37.87091,-122.265993,Thursday,5
3483,DISORDERLY CONDUCT,3,37.869067,-122.292043,Tuesday,3
3484,LARCENY,1,37.877153,-122.296905,Friday,12
3485,BURGLARY - VEHICLE,2,37.866253,-122.299483,Friday,15
3486,DISORDERLY CONDUCT,3,37.856598,-122.294415,Tuesday,14
3487,ASSAULT,4,37.870948,-122.27733,Wednesday,15
3488,LIQUOR LAW VIOLATION,15,37.887406,-122.285267,Wednesday,18
3489,BURGLARY - RESIDENTIAL,8,37.899668,-122.27375,Wednesday,8
3490,LARCENY,1,37.866981,-122.302083,Saturday,1
3491,LARCENY,1,37.848812,-122.278043,Tuesday,13
3492,BURGLARY - VEHICLE,2,37.869962,-122.277411,Tuesday,22
3493,BURGLARY - VEHICLE,2,37.869067,-122.292043,Saturday,15
3494,BURGLARY - COMMERCIAL,11,37.860225,-122.269453,Thursday,16
3495,BURGLARY - VEHICLE,2,37.848774,-122.271171,Wednesday,0
3496,BURGLARY - RESIDENTIAL,8,37.864072,-122.251438,Monday,5
3497,BURGLARY - RESIDENTIAL,8,37.885559,-122.258485,Monday,10
3500,DRUG VIOLATION,10,37.857041,-122.253053,Tuesday,11
3501,MOTOR VEHICLE THEFT,6,37.867176,-122.267802,Thursday,23
3502,VANDALISM,5,37.863501,-122.296225,Monday,8
3503,DISORDERLY CONDUCT,3,37.868785,-122.272701,Sunday,16
3504,LARCENY,1,37.871246,-122.274991,Friday,21
3505,BURGLARY - VEHICLE,2,37.870639,-122.272468,Sunday,20
3506,ASSAULT,4,37.854021,-122.273207,Tuesday,18
3507,BURGLARY - COMMERCIAL,11,37.873079,-122.304672,Wednesday,8
3508,BURGLARY - VEHICLE,2,37.876644,-122.299354,Sunday,20
3509,BURGLARY - VEHICLE,2,37.875707,-122.275816,Friday,19
3510,FRAUD,7,37.868194,-122.276063,Tuesday,18
3511,LARCENY,1,37.880228,-122.295798,Thursday,18
3512,BURGLARY - VEHICLE,2,37.865826,-122.267244,Monday,6
3513,VANDALISM,5,37.880756,-122.303056,Tuesday,18
3514,LARCENY,1,37.852736,-122.261877,Monday,16
3515,LARCENY,1,37.874781,-122.268758,Wednesday,15
3516,MOTOR VEHICLE THEFT,6,37.857246,-122.277347,Friday,13
3517,BURGLARY - VEHICLE,2,37.86771,-122.298466,Wednesday,11
3518,BURGLARY - VEHICLE,2,37.850779,-122.231307,Friday,22
